X,Y,Z
-21.460150,10.220657,-7.281158
-21.552788,10.242729,-7.281184
-21.645084,10.266171,-7.281194
-21.737019,10.291008,-7.281196
-21.828556,10.317275,-7.281196
-21.919628,10.345105,-7.281196
-22.010180,10.374590,-7.281196
-22.100216,10.405610,-7.281196
-22.189739,10.438072,-7.281196
-22.278734,10.471960,-7.281196
-22.367186,10.507250,-7.281196
-22.455021,10.544054,-7.281196
-22.542202,10.582376,-7.281196
-22.628777,10.622045,-7.281196
-22.714752,10.662989,-7.281196
-22.757591,10.683777,-7.281196
-22.800125,10.705184,-7.281196
-22.884874,10.748626,-7.281196
-22.968906,10.793437,-7.281196
-23.052214,10.839581,-7.281196
-23.134857,10.886902,-7.281196
-23.216816,10.935399,-7.281195
-23.298065,10.985077,-7.281196
-23.378551,11.035980,-7.281196
-23.458179,11.088214,-7.281196
-23.536942,11.141747,-7.281196
-23.614864,11.196489,-7.281196
-23.691912,11.252455,-7.281196
-23.768045,11.309658,-7.281196
-23.843222,11.368113,-7.281196
-23.917402,11.427829,-7.281195
-23.990520,11.488848,-7.281195
-24.062504,11.551197,-7.281196
-24.133358,11.614828,-7.281196
-24.203087,11.679688,-7.281196
-24.271666,11.745762,-7.281196
-24.339060,11.813044,-7.281196
-24.372456,11.846986,-7.281196
-24.405224,11.881535,-7.281196
-24.470098,11.951245,-7.281196
-24.533609,12.022201,-7.281196
-24.595663,12.094431,-7.281196
-24.656147,12.167980,-7.281195
-24.714928,12.242901,-7.281196
-24.771835,12.319246,-7.281196
-24.826691,12.397077,-7.281196
-24.879284,12.476448,-7.281196
-24.929390,12.557408,-7.281196
-24.976772,12.639992,-7.281196
-25.021193,12.724201,-7.281196
-25.062443,12.810005,-7.281195
-25.100349,12.897339,-7.281195
-25.134754,12.986107,-7.281195
-25.165535,13.076199,-7.281195
-25.192585,13.167478,-7.281196
-25.215815,13.259799,-7.281195
-25.235142,13.353014,-7.281195
-25.250494,13.446962,-7.281196
-25.261797,13.541482,-7.281196
-25.266426,13.588863,-7.281196
-25.268963,13.636402,-7.281196
-25.271896,13.731543,-7.281196
-25.270512,13.826715,-7.281196
-25.264725,13.921719,-7.281196
-25.254482,14.016342,-7.281196
-25.239754,14.110374,-7.281196
-25.220539,14.203594,-7.281196
-25.196852,14.295778,-7.281196
-25.168736,14.386713,-7.281196
-25.136250,14.476185,-7.281196
-25.099472,14.563986,-7.281195
-25.058491,14.649911,-7.281195
-25.013405,14.733761,-7.281195
-24.964256,14.815298,-7.281195
-24.911158,14.894319,-7.281195
-24.854284,14.970665,-7.281196
-24.793728,15.044123,-7.281196
-24.729568,15.114447,-7.281196
-24.661884,15.181386,-7.281195
-24.590754,15.244648,-7.281195
-24.516281,15.303937,-7.281196
-24.478231,15.332556,-7.281196
-24.438707,15.359102,-7.281196
-24.358341,15.410109,-7.281197
-24.275505,15.457001,-7.281198
-24.190559,15.499963,-7.281199
-24.103872,15.539318,-7.281199
-24.015806,15.575514,-7.281200
-23.926693,15.609064,-7.281202
-23.836796,15.640471,-7.281204
-23.746321,15.670180,-7.281207
-23.655415,15.698563,-7.282523
-23.564192,15.725909,-7.287547
-23.472729,15.752443,-7.297052
-23.381077,15.778327,-7.310462
-23.289276,15.803670,-7.327248
-23.197334,15.828507,-7.346906
-23.105261,15.852856,-7.368947
-23.013063,15.876734,-7.392874
-22.920740,15.900110,-7.418173
-22.828281,15.922930,-7.444305
-22.735670,15.945127,-7.470702
-22.642872,15.966539,-7.496763
-22.596422,15.977019,-7.509633
-22.549870,15.987028,-7.521823
-22.456665,16.006577,-7.545154
-22.363268,16.025158,-7.566126
-22.269674,16.042709,-7.584684
-22.175880,16.059137,-7.600812
-22.081871,16.074245,-7.613930
-21.987667,16.087990,-7.623397
-21.893309,16.100451,-7.628611
-21.798817,16.111582,-7.628953
-21.704224,16.121347,-7.625332
-21.609570,16.129711,-7.619652
-21.514910,16.136545,-7.612334
-21.420334,16.141834,-7.603034
-21.325939,16.145706,-7.591589
-21.231819,16.148211,-7.577817
-21.138069,16.149372,-7.561578
-21.044783,16.149227,-7.542819
-20.952038,16.147816,-7.521574
-20.859882,16.145184,-7.497967
-20.768337,16.141365,-7.472198
-20.677399,16.136351,-7.444512
-20.632080,16.133539,-7.430223
-20.586969,16.130199,-7.415384
-20.496874,16.123013,-7.385424
-20.406925,16.114815,-7.355221
-20.316904,16.105625,-7.325472
-20.226559,16.095455,-7.297008
-20.135635,16.084311,-7.270806
-20.043928,16.072197,-7.247958
-19.951359,16.059135,-7.229559
-19.858002,16.045172,-7.216593
-19.764118,16.030388,-7.209840
-19.670105,16.014887,-7.209793
-19.576431,15.998794,-7.216595
-19.483555,15.982234,-7.230041
-19.391827,15.965322,-7.249625
-19.301472,15.948143,-7.274640
-19.212620,15.930734,-7.304403
-19.125195,15.913103,-7.337984
-19.038918,15.895229,-7.374244
-18.953466,15.877050,-7.412229
-18.868496,15.858484,-7.451056
-18.783670,15.839440,-7.489912
-18.741253,15.829786,-7.509250
-18.698669,15.819818,-7.528037
-18.613209,15.799518,-7.564690
-18.527050,15.778439,-7.599129
-18.440008,15.756488,-7.630601
-18.351986,15.733587,-7.658368
-18.262989,15.709687,-7.681755
-18.173134,15.684774,-7.700218
-18.082649,15.658874,-7.713440
-17.991812,15.632044,-7.721416
-17.900906,15.604366,-7.724508
-17.810150,15.575926,-7.723424
-17.719669,15.546810,-7.719049
-17.629505,15.517096,-7.712238
-17.539639,15.486860,-7.703710
-17.450008,15.456200,-7.694059
-17.360542,15.425245,-7.683759
-17.271170,15.394137,-7.673088
-17.181831,15.363029,-7.662135
-17.092484,15.332087,-7.650843
-17.003094,15.301486,-7.639014
-16.913652,15.271420,-7.626318
-16.868919,15.256546,-7.619706
-16.824175,15.242090,-7.612332
-16.734695,15.213680,-7.596632
-16.645267,15.186329,-7.578922
-16.555950,15.160128,-7.559065
-16.466789,15.135108,-7.537075
-16.377819,15.111259,-7.513088
-16.289038,15.088530,-7.487338
-16.200420,15.066834,-7.460140
-16.111904,15.046061,-7.431872
-16.023394,15.026072,-7.402980
-15.934768,15.006708,-7.373975
-15.845869,14.987785,-7.345462
-15.756524,14.969093,-7.318172
-15.666557,14.950396,-7.292959
-15.575843,14.931461,-7.270756
-15.484337,14.912069,-7.252532
-15.392113,14.892019,-7.239250
-15.299410,14.871137,-7.231945
-15.206660,14.849257,-7.231711
-15.114443,14.826330,-7.238944
-15.023336,14.802409,-7.253348
-14.978128,14.790204,-7.262306
-14.933779,14.777540,-7.274370
-14.846033,14.751741,-7.301126
-14.759947,14.725027,-7.332022
-14.674873,14.697443,-7.364815
-14.590061,14.668993,-7.397391
-14.504751,14.639647,-7.427557
-14.418379,14.609541,-7.453410
-14.330629,14.578978,-7.472947
-14.241544,14.548386,-7.484486
-14.151595,14.518367,-7.487427
-14.061377,14.489576,-7.481510
-13.971396,14.462454,-7.467821
-13.881959,14.437317,-7.447846
-13.793137,14.414328,-7.422838
-13.704806,14.393312,-7.394399
-13.616781,14.374071,-7.363729
-13.528860,14.356428,-7.331744
-13.440811,14.340210,-7.299284
-13.352400,14.325209,-7.267166
-13.263429,14.311160,-7.236144
-13.173723,14.297828,-7.206938
-13.128666,14.291313,-7.192882
-13.083136,14.284990,-7.180319
-12.991571,14.272426,-7.157114
-12.899021,14.259926,-7.138170
-12.805595,14.247320,-7.124267
-12.711531,14.234480,-7.116052
-12.617170,14.221326,-7.113987
-12.522929,14.207819,-7.118300
-12.429234,14.193961,-7.128950
-12.336499,14.179778,-7.145784
-12.244991,14.165331,-7.168185
-12.154758,14.150700,-7.195146
-12.065719,14.135962,-7.225731
-11.977643,14.121189,-7.258938
-11.890200,14.106456,-7.293745
-11.803026,14.091824,-7.329214
-11.715786,14.077344,-7.364527
-11.628189,14.063062,-7.398976
-11.540008,14.049017,-7.431943
-11.451071,14.035250,-7.462894
-11.361284,14.021790,-7.491385
-11.270618,14.008669,-7.517074
-11.225065,14.002196,-7.529182
-11.179102,13.995905,-7.539737
-11.086818,13.983504,-7.559288
-10.993877,13.971464,-7.575750
-10.900414,13.959763,-7.589297
-10.806570,13.948350,-7.600316
-10.712465,13.937178,-7.609227
-10.618176,13.926203,-7.616352
-10.523758,13.915388,-7.621987
-10.429253,13.904700,-7.626402
-10.334690,13.894112,-7.629831
-10.240089,13.883600,-7.632481
-10.145463,13.873144,-7.634523
-10.050817,13.862738,-7.636101
-9.956159,13.852375,-7.637318
-9.861491,13.842057,-7.638251
-9.766816,13.831789,-7.638957
-9.672133,13.821575,-7.639453
-9.577444,13.811422,-7.639735
-9.482749,13.801332,-7.639768
-9.388048,13.791306,-7.639501
-9.293345,13.781347,-7.638855
-9.245994,13.776384,-7.638427
-9.198643,13.771452,-7.637734
-9.103947,13.761621,-7.636019
-9.009263,13.751850,-7.633569
-8.914605,13.742136,-7.630227
-8.819992,13.732478,-7.625813
-8.725446,13.722870,-7.620136
-8.630996,13.713306,-7.613027
-8.536672,13.703786,-7.604372
-8.442501,13.694304,-7.594131
-8.348509,13.684860,-7.582339
-8.254704,13.675449,-7.569085
-8.161080,13.666069,-7.554543
-8.067614,13.656711,-7.538968
-7.974262,13.647369,-7.522657
-7.880967,13.638037,-7.505969
-7.787652,13.628702,-7.489327
-7.694234,13.619360,-7.473222
-7.600627,13.609998,-7.458206
-7.506762,13.600611,-7.444850
-7.412609,13.591194,-7.433669
-7.318183,13.581751,-7.425088
-7.270906,13.577022,-7.421494
-7.223537,13.572285,-7.419430
-7.128756,13.562805,-7.416908
-7.033943,13.553323,-7.417615
-6.939210,13.543848,-7.421522
-6.844653,13.534390,-7.428480
-6.750341,13.524958,-7.438225
-6.656313,13.515554,-7.450362
-6.562562,13.506178,-7.463700
-6.469040,13.496824,-7.476767
-6.375671,13.487492,-7.488884
-6.282367,13.478177,-7.499761
-6.189044,13.468891,-7.509174
-6.095632,13.459650,-7.516967
-6.002073,13.450480,-7.523047
-5.908331,13.441418,-7.527381
-5.814389,13.432507,-7.530004
-5.720243,13.423800,-7.531009
-5.625902,13.415361,-7.530560
-5.531384,13.407258,-7.528884
-5.436714,13.399566,-7.526226
-5.341921,13.392359,-7.522837
-5.294497,13.388885,-7.520995
-5.247027,13.385712,-7.519072
-5.152051,13.379690,-7.514523
-5.057007,13.374342,-7.508467
-4.961910,13.369699,-7.501157
-4.866771,13.365784,-7.493016
-4.771598,13.362598,-7.484359
-4.676400,13.360140,-7.475623
-4.581183,13.358391,-7.467138
-4.485955,13.357327,-7.459148
-4.390721,13.356914,-7.451849
-4.295485,13.357113,-7.445392
-4.200253,13.357880,-7.439898
-4.105025,13.359177,-7.435571
-4.009803,13.360973,-7.432708
-3.914591,13.363201,-7.431048
-3.819388,13.365778,-7.428894
-3.724194,13.368653,-7.425235
-3.629007,13.371777,-7.420695
-3.533827,13.375095,-7.415739
-3.438652,13.378572,-7.410512
-3.343481,13.382143,-7.405032
-3.295896,13.383943,-7.402226
-3.248311,13.385742,-7.399253
-3.153141,13.389317,-7.393079
-3.057967,13.392822,-7.386257
-2.962788,13.396188,-7.379159
-2.867602,13.399325,-7.372539
-2.772407,13.402170,-7.366612
-2.677201,13.404663,-7.361483
-2.581985,13.406724,-7.357336
-2.486760,13.408258,-7.354460
-2.391526,13.409093,-7.353267
-2.296289,13.409060,-7.353357
-2.201058,13.408052,-7.354011
-2.105847,13.405915,-7.355171
-2.010676,13.402452,-7.356828
-1.915576,13.397440,-7.358907
-1.820590,13.390646,-7.361337
-1.725772,13.381830,-7.364058
-1.631193,13.370762,-7.367023
-1.536933,13.357247,-7.370200
-1.443080,13.341154,-7.373574
-1.349718,13.322424,-7.377144
-1.303170,13.312399,-7.378980
-1.256918,13.301084,-7.380916
-1.164733,13.277223,-7.384886
-1.073196,13.250978,-7.389053
-0.982325,13.222506,-7.393538
-0.892127,13.191965,-7.398464
-0.802598,13.159510,-7.403773
-0.713731,13.125273,-7.409355
-0.625578,13.089237,-7.415102
-0.538155,13.051464,-7.420905
-0.451420,13.012144,-7.426650
-0.365376,12.971334,-7.432232
-0.280043,12.929060,-7.437554
-0.195448,12.885319,-7.442527
-0.111757,12.839875,-7.447074
-0.029058,12.792652,-7.451127
0.052687,12.743804,-7.454613
0.133417,12.693299,-7.457476
0.213048,12.641077,-7.459667
0.291428,12.586992,-7.461151
0.368333,12.530830,-7.461907
0.443688,12.472609,-7.462101
0.480989,12.443012,-7.462101
0.517469,12.412415,-7.461920
0.589542,12.350191,-7.461207
0.659769,12.285892,-7.459826
0.728009,12.219486,-7.457831
0.794130,12.150970,-7.455279
0.858016,12.080361,-7.452223
0.919577,12.007712,-7.448719
0.978739,11.933094,-7.444822
1.035428,11.856581,-7.440599
1.089571,11.778243,-7.436120
1.141084,11.698153,-7.431455
1.189883,11.616383,-7.426681
1.235878,11.533005,-7.421874
1.278980,11.448097,-7.417106
1.319103,11.361744,-7.412451
1.356169,11.274036,-7.407976
1.390113,11.185078,-7.403744
1.420892,11.094975,-7.399799
1.448492,11.003848,-7.396037
1.472951,10.911826,-7.392303
1.494368,10.819048,-7.388560
1.504331,10.772488,-7.386686
1.512892,10.725648,-7.384815
1.528710,10.631747,-7.381087
1.542024,10.537457,-7.377405
1.553042,10.442867,-7.373805
1.561966,10.348055,-7.370329
1.568989,10.253081,-7.367027
1.574227,10.157990,-7.363947
1.577823,10.062821,-7.361144
1.579995,9.967611,-7.358677
1.580915,9.872379,-7.356606
1.580703,9.777143,-7.354993
1.579463,9.681915,-7.353901
1.577280,9.586703,-7.353389
1.574228,9.491515,-7.353283
1.570367,9.396356,-7.353284
1.565749,9.301229,-7.353285
1.560419,9.206141,-7.353275
1.554420,9.111094,-7.352315
1.547789,9.016087,-7.349041
1.540565,8.921123,-7.344737
1.532788,8.826202,-7.342445
1.528766,8.778753,-7.342134
1.524498,8.731327,-7.343225
1.515740,8.636494,-7.346606
1.506545,8.541699,-7.351937
1.496956,8.446945,-7.358057
1.487043,8.352224,-7.364293
1.476869,8.257531,-7.370822
1.466460,8.162865,-7.377921
1.455846,8.068219,-7.385833
1.445062,7.973594,-7.394762
1.434095,7.878989,-7.404853
1.422923,7.784408,-7.416090
1.411524,7.689855,-7.427932
1.399842,7.595335,-7.439351
1.387830,7.500858,-7.449234
1.375482,7.406424,-7.457009
1.362768,7.312038,-7.464323
1.349675,7.217705,-7.473132
1.336235,7.123420,-7.483841
1.322449,7.029185,-7.496120
1.308341,6.934997,-7.509152
1.293977,6.840848,-7.522295
1.286736,6.793783,-7.528827
1.279386,6.746735,-7.534830
1.264613,6.652648,-7.546062
1.249715,6.558583,-7.555527
1.234716,6.464534,-7.562427
1.219645,6.370497,-7.567173
1.204529,6.276468,-7.571213
1.189380,6.182444,-7.574991
1.174208,6.088424,-7.578553
1.159013,5.994409,-7.581478
1.143791,5.900400,-7.583678
1.128533,5.806399,-7.584927
1.113216,5.712413,-7.584836
1.097817,5.618445,-7.583291
1.082307,5.524508,-7.579798
1.066642,5.430617,-7.574927
1.050784,5.336788,-7.569216
1.034666,5.243056,-7.562809
1.018232,5.149460,-7.555268
1.001436,5.056045,-7.546395
0.984236,4.962860,-7.536153
0.966645,4.869929,-7.524432
0.957754,4.823531,-7.518323
0.948691,4.777262,-7.511524
0.930447,4.684817,-7.497641
0.912019,4.592511,-7.483427
0.893535,4.500220,-7.469450
0.875185,4.407770,-7.456705
0.857153,4.315013,-7.446085
0.839660,4.221842,-7.438565
0.822850,4.128261,-7.434787
0.806849,4.034364,-7.435097
0.791706,3.940280,-7.439632
0.777402,3.846178,-7.448046
0.763881,3.752172,-7.459991
0.750987,3.658335,-7.474664
0.738560,3.564672,-7.491289
0.726385,3.471132,-7.508998
0.714277,3.377646,-7.526947
0.702082,3.284151,-7.544621
0.689658,3.190593,-7.561319
0.676911,3.096948,-7.576741
0.663751,3.003208,-7.590459
0.650133,2.909384,-7.602263
0.643216,2.862455,-7.607777
0.636042,2.815504,-7.612231
0.621478,2.721595,-7.620285
0.606478,2.627686,-7.626599
0.591050,2.533795,-7.631114
0.575233,2.439936,-7.633857
0.559050,2.346121,-7.635064
0.542530,2.252362,-7.634905
0.525729,2.158677,-7.633255
0.508701,2.065091,-7.629817
0.491492,1.971657,-7.624180
0.474131,1.878450,-7.615989
0.456624,1.785562,-7.605037
0.438941,1.693104,-7.591177
0.421019,1.601197,-7.574301
0.402757,1.509986,-7.554308
0.384020,1.419612,-7.531186
0.364691,1.330137,-7.505195
0.344674,1.241518,-7.476828
0.323886,1.153605,-7.446778
0.302222,1.066112,-7.416033
0.279612,0.978593,-7.385945
0.268070,0.934762,-7.371259
0.256034,0.890518,-7.358234
0.231486,0.801409,-7.335000
0.206059,0.711064,-7.318472
0.179982,0.619756,-7.310492
0.153595,0.528206,-7.312157
0.127277,0.437340,-7.323647
0.101342,0.347974,-7.344228
0.075953,0.260531,-7.372399
0.051133,0.175048,-7.406468
0.026834,0.091359,-7.445047
0.003123,0.007347,-7.480984
-0.020033,-0.080900,-7.503783
-0.042979,-0.172231,-7.517948
-0.065933,-0.263608,-7.531771
-0.088910,-0.355073,-7.544913
-0.111916,-0.446657,-7.557111
-0.134954,-0.538364,-7.568277
-0.158017,-0.630175,-7.578501
-0.181101,-0.722066,-7.587928
-0.204208,-0.814052,-7.596328
-0.227333,-0.906104,-7.603953
-0.238896,-0.952134,-7.607708
-0.250473,-0.998219,-7.610686
-0.273151,-1.088497,-7.616520
-0.284252,-1.132689,-7.619376
-0.295839,-1.178813,-7.621643
-0.319013,-1.271064,-7.626054
-0.342192,-1.363334,-7.629996
-0.365380,-1.455639,-7.633083
-0.388571,-1.547957,-7.635666
-0.411764,-1.640282,-7.637712
-0.434960,-1.732619,-7.638891
-0.458156,-1.824960,-7.639743
-0.481330,-1.917273,-7.639316
-0.504456,-2.009527,-7.636103
-0.527556,-2.101754,-7.631382
-0.550657,-2.193985,-7.626663
-0.573561,-2.285925,-7.618661
-0.596195,-2.377472,-7.606152
-0.618756,-2.468915,-7.592417
-0.641192,-2.560083,-7.577124
-0.663324,-2.650587,-7.557994
-0.685276,-2.740697,-7.536940
-0.707113,-2.830506,-7.515783
